,date,likes,reposts,views,comments,name,price,product_category,catalog_category,time,time_category
233,26.12.2023,57,45,18657,0,Приталенное платье с воротничком ,2790,платья,платья,17:56:56,дневное
234,26.12.2023,18,18,6856,0,Комплект с поясом в сердечки ,1690,комплекты,комплекты,12:41:21,дневное
235,25.12.2023,41,27,9480,0,Комплект с поясом в сердечки  ,1690,комплекты,комплекты,20:49:21,вечернее
236,23.12.2023,93,104,23970,0,Комплект из смесового хлопка ,2690,комплекты,комплекты,13:50:33,дневное
237,21.12.2023,44,37,12194,0,Атласные комплекты с юбкой ,1890,платья,платья,14:51:16,дневное
238,21.12.2023,34,41,17194,0,Комплект из сеточки с перчатками ,1690,комплекты,комплекты,11:23:40,утреннее
239,21.12.2023,45,43,12109,0,Хлопковые комплекты с шортами ,2690,комплекты,комплекты,08:05:38,утреннее
240,20.12.2023,68,51,16810,0,Комплект с боди винного цвета ,1790,комплекты,комплекты,13:41:16,дневное
241,20.12.2023,42,29,12648,0,Атласный брючный комплект изумрудного цвета ,2950,комплекты,комплекты,09:12:36,утреннее
242,19.12.2023,123,82,28050,0,Малиновый комплект в сердечки ,1690,комплекты,комплекты,14:17:32,дневное
243,17.12.2023,110,84,26725,0,Комплект из хлопкового муслина ,2590,комплекты,комплекты,16:50:45,дневное
244,17.12.2023,217,206,44369,4,Платье-пеньюар с чокером ,1790,платья,платья,07:34:00,утреннее
245,17.12.2023,29,22,13780,0,Хлопковые комплекты в стиле кантри ,2790,комплекты,комплекты,06:36:14,утреннее
246,16.12.2023,67,49,16870,0,Атласные платья-миди приталенного кроя ,2790,платья,платья,22:00:37,ночное
247,16.12.2023,37,31,13000,0,Муслиновые рубашки в стиле кантри ,2450,рубашки,блузки/рубашки/свитера,08:19:45,утреннее
248,15.12.2023,160,210,66677,2,Черный комплект белья с поясом ,1690,комплекты,комплекты,09:10:10,утреннее
249,14.12.2023,40,39,13133,0,Хлопковые комплекты с шортами ,2690,комплекты,комплекты,15:48:08,дневное
250,14.12.2023,26,32,8710,0,Шикарный комплект с перчатками и юбкой ,1690,платья,платья,11:07:23,утреннее
251,14.12.2023,41,19,13365,0,Молочная рубашка в стиле кантри ,2390,рубашки,блузки/рубашки/свитера,07:05:20,утреннее
252,13.12.2023,46,47,23589,0,Плиссированное платье-макси с поясом ,2690,платья,платья,10:48:18,утреннее
253,12.12.2023,36,40,13740,0,Комплект белья из нежной сеточки ,1590,комплекты,комплекты,15:19:28,дневное
254,12.12.2023,39,41,18289,0,Хлопковый комплект в стиле кантри ,2690,комплекты,комплекты,10:25:20,утреннее
255,11.12.2023,93,99,33845,4,Шикарный комплект белья с подвязками и перчатками ,1790,комплекты,комплекты,13:50:52,дневное
256,11.12.2023,60,54,20992,0,Брючный комплект из смесового льна ,2790,комплекты,комплекты,09:29:42,утреннее
257,11.12.2023,30,24,14486,0,Изящные комплекты с лентами ,1490,комплекты,комплекты,08:15:21,утреннее
258,06.12.2023,131,145,44541,0,Комплекты белья с поясом для чулок ,1790,комплекты,комплекты,16:17:27,дневное
259,04.12.2023,42,23,8477,0,Комплект с боди винного цвета ,1790,комплекты,комплекты,16:54:58,дневное
260,03.12.2023,21,22,10751,0,Шикарный комплект с перчатками и юбкой ,1790,платья,платья,17:38:00,дневное
261,03.12.2023,55,34,27239,2,Платья с принтом и поясом ,2950,платья,платья,15:37:10,дневное
262,03.12.2023,28,27,9235,0,Шикарный комплект со шнуровкой ,1550,комплекты,комплекты,13:11:06,дневное
263,03.12.2023,291,165,50667,1,Чернильная юбка на запахе ,1790,платья,платья,08:05:00,утреннее
264,03.12.2023,44,25,20810,0,Рубашка в сердечки с воротничком ,2350,рубашки,блузки/рубашки/свитера,06:32:00,утреннее
265,01.12.2023,63,88,25395,1,Маленький черный комплект с поясом ,1690,комплекты,комплекты,12:29:55,дневное
266,01.12.2023,22,30,14012,0,Трикотажные джемперы с фигурным декольте ,1690,джемперы,блузки/рубашки/свитера,09:30:18,утреннее
267,01.12.2023,32,33,13652,0,Объёмные шорты с высокой посадкой ,1790,шорты,брюки/комбинезоны/джинсы,00:45:00,ночное
268,30.11.2023,53,32,18187,0,Нежно-розовый комплект с поясом ,1790,комплекты,комплекты,21:05:36,вечернее
269,30.11.2023,31,28,15998,0,Белые юбки с высокой посадкой из эко-кожи ,1850,платья,платья,15:33:51,дневное
270,29.11.2023,29,28,12692,0,Маленькое черное платье с принтом в сердечки ,2590,платья,платья,17:11:15,дневное
271,29.11.2023,23,8,9094,0,Платья с ярким принтом и воротничком ,2690,платья,платья,15:08:14,дневное
272,28.11.2023,48,50,16747,1,Брючный хлопковые костюм с жилетом ,3250,костюмы,комплекты,18:44:16,вечернее
