,date,likes,reposts,views,comments,name,price,product_category,catalog_category,time,time_category,price_category
218,11.01.2024,15,9,8117,0,Шоколадный костюм с бермудами из эко-кожи ,3590,костюмы,комплекты,14:56:49,дневное,средний
219,11.01.2024,45,42,12558,0,Молочный комплект из хлопкового муслина в сердечки ,2790,комплекты,комплекты,13:03:35,дневное,средний
220,11.01.2024,9,14,5130,0,Комплект белья с перчатками и юбкой ,1690,платья,платья,11:10:38,утреннее,дешёвый
221,11.01.2024,34,25,12837,0,Плиссированные платья-макси с вырезом на спинке ,2390,платья,платья,04:04:00,ночное,средний
222,10.01.2024,40,32,10232,0,Брючные комплекты с жилетом ,3390,комплекты,комплекты,21:00:21,вечернее,средний
223,10.01.2024,29,17,10856,0,Персиковый комплект с поясом и вышивкой ,1690,комплекты,комплекты,07:03:22,утреннее,дешёвый
224,09.01.2024,32,18,18351,0,Дизайнерская зефирная юбка с бантом и шлейфом ,2250,платья,платья,17:09:50,дневное,средний
225,09.01.2024,362,263,57470,5,Жемчужный пеньюар по фигуре ,1790,пеньюары,комплекты,09:32:44,утреннее,дешёвый
226,09.01.2024,31,25,9177,0,Хлопковый костюм с жилетом и шортами ,2550,шорты,брюки/комбинезоны/джинсы,07:13:38,утреннее,средний
227,08.01.2024,44,26,15215,0,Небесный плиссированный костюм с поясом ,3550,костюмы,комплекты,16:54:52,дневное,средний
228,08.01.2024,45,33,13199,0,Нежно-розовый комплект с поясом ,1690,комплекты,комплекты,08:58:59,утреннее,дешёвый
229,30.12.2023,48,28,16524,0,Рубашки в стиле кантри ,2250,рубашки,блузки/рубашки/свитера,16:33:10,дневное,средний
230,28.12.2023,56,38,17870,0,Муслиновые комплекты в сердечки ,2590,комплекты,комплекты,18:39:20,вечернее,средний
231,28.12.2023,148,133,56400,0,Комплекты из мягкой сеточки ,1550,комплекты,комплекты,08:52:23,утреннее,дешёвый
232,27.12.2023,35,19,17974,0,Алое хлопковое платье в стиле кантри ,2550,платья,платья,19:16:57,вечернее,средний
233,26.12.2023,57,45,18657,0,Приталенное платье с воротничком ,2790,платья,платья,17:56:56,дневное,средний
234,26.12.2023,18,18,6856,0,Комплект с поясом в сердечки ,1690,комплекты,комплекты,12:41:21,дневное,дешёвый
235,25.12.2023,41,27,9480,0,Комплект с поясом в сердечки  ,1690,комплекты,комплекты,20:49:21,вечернее,дешёвый
236,23.12.2023,93,104,23970,0,Комплект из смесового хлопка ,2690,комплекты,комплекты,13:50:33,дневное,средний
237,21.12.2023,44,37,12194,0,Атласные комплекты с юбкой ,1890,платья,платья,14:51:16,дневное,дешёвый
238,21.12.2023,34,41,17194,0,Комплект из сеточки с перчатками ,1690,комплекты,комплекты,11:23:40,утреннее,дешёвый
239,21.12.2023,45,43,12109,0,Хлопковые комплекты с шортами ,2690,комплекты,комплекты,08:05:38,утреннее,средний
240,20.12.2023,68,51,16810,0,Комплект с боди винного цвета ,1790,комплекты,комплекты,13:41:16,дневное,дешёвый
241,20.12.2023,42,29,12648,0,Атласный брючный комплект изумрудного цвета ,2950,комплекты,комплекты,09:12:36,утреннее,средний
242,19.12.2023,123,82,28050,0,Малиновый комплект в сердечки ,1690,комплекты,комплекты,14:17:32,дневное,дешёвый
243,17.12.2023,110,84,26725,0,Комплект из хлопкового муслина ,2590,комплекты,комплекты,16:50:45,дневное,средний
244,17.12.2023,217,206,44369,4,Платье-пеньюар с чокером ,1790,платья,платья,07:34:00,утреннее,дешёвый
245,17.12.2023,29,22,13780,0,Хлопковые комплекты в стиле кантри ,2790,комплекты,комплекты,06:36:14,утреннее,средний
246,16.12.2023,67,49,16870,0,Атласные платья-миди приталенного кроя ,2790,платья,платья,22:00:37,ночное,средний
247,16.12.2023,37,31,13000,0,Муслиновые рубашки в стиле кантри ,2450,рубашки,блузки/рубашки/свитера,08:19:45,утреннее,средний
248,15.12.2023,160,210,66677,2,Черный комплект белья с поясом ,1690,комплекты,комплекты,09:10:10,утреннее,дешёвый
249,14.12.2023,40,39,13133,0,Хлопковые комплекты с шортами ,2690,комплекты,комплекты,15:48:08,дневное,средний
