,date,likes,reposts,views,comments,text
49914,1705650912,12,13,6951,1,"Кроп-топы с завязкой и длинными рукавами🌼

1390₽"
49913,1705593764,43,24,9957,0,"Приталенные платья с цветочным принтом 🧁🌿

2790₽"
49912,1705583125,15,16,6412,0,"Комплект белья с перчатками, юбкой и поясом 💔

1690₽"
49911,1705573783,42,35,8767,0,"Трикотажные костюмы с юбкой-макси на пуговицах ❤

3350₽"
49910,1705569450,3,0,11335,0,"Друзья, важная новость! Через пару недель начнется китайский новый год и 10-12 дней отправок товаров не будет. 
 
Если вы хотели бы получить ваш заказ в ближайшее время, советуем сделать заказ в ближайшие 7-10 дней 🧡 
 
Всем хорошей недели! 🌿 
Команда LolySweet Shop"
49908,1705559496,49,57,10380,1,"Приталенные платья в винтажном стиле 💔

2390₽"
49906,1705546156,10,18,5362,0,"❣️Комплект боди+перчатки+пояс в винном цвете 

1690₽"
49902,1705517492,39,32,11489,2,"Трикотажный молочный комплект с шортами 💐

2790Р"
49901,1705506685,21,20,9334,0,"Кружевные комплекты белья с поясом 😍

1690₽"
49900,1705485444,35,39,10347,0,"Трикотажные платья-макси с открытыми плечами 🌿

2250₽"
49899,1705472991,22,18,7020,0,"Платья-миди со шнуровкой на спинке 🧡

2350₽"
49898,1705437489,23,25,11778,0,"Нежно-розовые комплекты белья с поясом 🪐

1690₽"
49897,1705431235,20,14,8117,0,"Платья-макси в сердечки из хлопкового муслина ❤

2390₽"
49896,1705416444,15,13,14292,0,"Перламутровые брючные комплекты 💔

Цвета: мятный, какао и лиловый

2890₽"
49894,1705398754,12,12,5671,0,"Комплекты белья из мягкой сеточки с перчатками и завязками на ноги 😍

1690₽"
49892,1705388902,25,23,8145,1,"Идеальные хлопковые комплекты в нежных оттенках 🧡

2550₽"
49890,1705342964,23,14,9090,0,"Трикотажные платья со шнуровкой на спинке ♥️✨

1950₽"
49889,1705336596,27,25,9543,0,"Хлопковые рубашки с вышивкой ришелье 🧡

1790₽"
49887,1705322263,29,29,12825,2,"Фактурный нежный комплект для дома 🤍
 
1950₽"
49886,1705309251,14,11,7804,0,"Костюм, в объятиях которого хочется провести все дни 🤍

3550₽"
49885,1705305089,11,3,5351,0,"Друзья, важная новость! Через 2 недели начнется китайский новый год и 10-12 дней отправок товаров не будет. 

Если вы хотели бы получить ваш заказ в ближайшее время, советуем сделать заказ в ближайшие 7-10 дней 🧡

Всем хорошей недели! 🌿
Команда LolySweet Shop"
49880,1705301831,43,46,15166,1,"Мягкий пушистый комплект для дома или летних прогулок 🧡

2550₽"
49879,1705297200,33,32,7940,0,"Хлопковые платья-миди с рукавами-фонариками 🌱

2550₽"
49878,1705290120,46,48,15627,1,"Купальники для самых красивых фото с пляжа 🌴😍

1690₽"
49871,1705268400,66,50,14324,1,"Атласные тройные комплекты для дома 🪐🧡

2550₽"
49865,1705261673,39,50,12357,5,"Джинсовый комплект с ассиметричной юбкой 🤍🦩

2790₽"
49864,1705253242,19,15,5913,0,"Лиловый кружевной комплект с поясом ❤️😍

1690₽"
49863,1705238993,26,49,14521,0,"Шикарные комплекты для дома и пляжа 🧡🪐

2250₽"
49862,1705230720,54,48,10845,0,"Хлопковые комплекты с вышивкой ришелье 🪐♥️

1950₽"
49857,1705225991,13,13,10863,3,"Кремовые платья со шнуровкой на спинке ✨

2890₽

Размеры: S M L 
Больше живых фото платья - в комментариях"
49856,1705221744,36,27,9606,5,"Сарафаны с завязками на плечах солнечного цвета 🧡

2390₽"
49853,1705215214,63,39,22661,2,"Атласный комплект для дома в цвете крем-брюле 🧁 

1550₽"
49848,1705155706,50,57,13839,2,"Трикотажные платья-миди в винтажном стиле 🤍

2790₽"
49847,1705146321,26,33,10743,1,"Идеальный комплект белья с поясом 🌩

1690₽"
49843,1705134663,30,27,8414,2,"Нежное платье-макси пудрового-розового цвета 💕

2250₽"
49842,1705123620,13,12,7889,0,"Атласные юбочки-миди с принтом 🦩

1790₽"
49840,1705111920,56,38,13450,1,"Изумрудный брючный комплект из атласа 🌲🐾

2950₽"
49839,1705103280,16,6,4526,1,"Комплект белья с поясом и стрепами на ноги ♥️ (перчатки не входят) 

1790₽"
49835,1705092945,45,45,14543,0,"Трикотажный топ с открытыми плечами 🪐

1550₽"
49834,1705079081,22,17,6619,1,"Тёплые фактурные бомберы 💚

2950₽

Размеры: S M L XL
Цвета: серый, молочный, чёрный, хаки, розовый"
49833,1705060229,33,22,9335,0,"Нежный комплект белья с поясом и вышивкой 💔

1690₽"
49831,1705047657,23,20,8882,1,"Маленькое черное платье с открытыми плечами и спинкой 🖤

2390₽"
49830,1705027800,13,23,9035,0,"Идеальный чёрный комплект белья с поясом 🪐✨

1690₽"
49828,1705009735,30,37,11034,0,"Идеальные трикотажные платья по фигуре ☁️

2890₽

Цвета: белый, бежевый, черный"
49826,1704998452,73,84,16868,0,"Атласные платья со шнуровкой на спинке ✨

2390₽

Размеры: S M L 
Длина 107-109 см"
49825,1704992520,20,21,9247,1,"Малиновый комплект белья с поясом 💕

1690₽"
49823,1704985009,15,9,8117,0,"Шоколадный костюм с бермудами из эко-кожи 💔

3590₽"
49821,1704978215,45,42,12558,0,"Молочный комплект из хлопкового муслина в сердечки ♥️

2790₽"
